id,categoria,codigo,descripcion,unidad,precio_base,precio_material,precio_mano_obra
373,RESIDENCIAL,DOR-STP-WAL,"Herrajes Puerta - Instalacion de tope de puerta en rodapie, piso o pared",EA,8.5,0.0,0.0
374,RESIDENCIAL,TRM-SHO-MDF,Molduras Zapata - Suministro e instalacion de moldura de zapato delgada en MDF pre-primed,LF,1.35,0.0,0.0
375,RESIDENCIAL,TRM-SHO-WOD,Molduras Zapata - Suministro e instalacion de zapata de madera solida de pino o roble para tenir,LF,1.85,0.0,0.0
376,RESIDENCIAL,TRM-QTR-STD,Molduras Zapata - Suministro e instalacion de cuarto de bocel estandar en MDF o Pino,LF,1.45,0.0,0.0
377,RESIDENCIAL,TRM-QTR-LBR,Molduras Zapata - Solo mano de obra: clavado neumatico de moldura de piso provista por el cliente,LF,0.95,0.0,0.0
378,RESIDENCIAL,TRM-BBD-3IN,Molduras Zocalo - Instalacion y cortes a 45 de rodapie estandar bajo de 3-1/4 pulgadas,LF,2.1,0.0,0.0
379,RESIDENCIAL,TRM-BBD-4IN,Molduras Zocalo - Instalacion y cortes a 45 de rodapie mediano de 4-1/4 pulgadas colonial o flat shaker,LF,2.45,0.0,0.0
380,RESIDENCIAL,TRM-BBD-5IN,Molduras Zocalo - Instalacion de rodapie semiancho de 5-1/4 pulgadas con copado en esquinas internas,LF,2.85,0.0,0.0
381,RESIDENCIAL,TRM-BBD-6IN,Molduras Zocalo - Instalacion de rodapie ancho de 6 pulgadas con remate decorativo superior,LF,3.35,0.0,0.0
382,RESIDENCIAL,TRM-BBD-8IN,Molduras Zocalo - Instalacion de rodapie alto de lujo de 7-1/4 a 8 pulgadas para techos altos,LF,4.25,0.0,0.0
383,RESIDENCIAL,TRM-BBD-10I,Molduras Zocalo - Instalacion de zocalo victoriano alto de 9-1/4 a 10 pulgadas de 2 piezas,LF,5.8,0.0,0.0
384,RESIDENCIAL,TRM-BBD-CAP,Molduras Zocalo - Suministro e instalacion de remate superior decorativo para rodapie plano base cap,LF,1.45,0.0,0.0
385,RESIDENCIAL,TRM-CAS-2IN,Molduras Marco - Instalacion de marco de puerta o ventana colonial estrecho de 2-1/4 pulgadas,LF,1.65,0.0,0.0
386,RESIDENCIAL,TRM-CAS-3IN,Molduras Marco - Instalacion de marco de puerta o ventana ancho de 3-1/4 a 3-1/2 pulgadas,LF,2.15,0.0,0.0
387,RESIDENCIAL,TRM-CAS-SET,Molduras Marco - Mano de obra por apertura de puerta interior completa en ambos lados,EA,55.0,0.0,0.0
388,RESIDENCIAL,TRM-WIN-ST4,Molduras Ventana - Forrado perimetral de ventana de 4 lados con marco a 45 grados,EA,65.0,0.0,0.0
389,RESIDENCIAL,TRM-WIN-SIL,Molduras Ventana - Instalacion tradicional de repisa de madera saliente y faldon inferior stool and apron,EA,45.0,0.0,0.0
390,RESIDENCIAL,TRM-CAS-ROS,Molduras Marco - Instalacion de bloques de esquina decorativos o rosetas superiores,EA,12.0,0.0,0.0
391,RESIDENCIAL,TRM-PLN-BLK,Molduras Marco - Instalacion de bloques base plinth blocks de union entre marco y zocalo,EA,14.0,0.0,0.0
392,RESIDENCIAL,TRM-CHR-RAI,Molduras Pared - Instalacion a nivel de moldura guardasillas o pasamanos a media pared chair rail,LF,3.25,0.0,0.0
393,RESIDENCIAL,TRM-PIC-RAI,Molduras Pared - Instalacion de moldura superior picture rail para colgar cuadros,LF,3.45,0.0,0.0
394,RESIDENCIAL,TRM-BOX-PNL,Molduras Pared - Fabricacion y centrado de marcos rectangulares decorativos picture framing boxes,EA,45.0,0.0,0.0
395,RESIDENCIAL,TRM-BNB-WOD,Molduras Pared - Sistema decorativo board and batten con tablas verticales 1x4 y repisa,SF,7.5,0.0,0.0
396,RESIDENCIAL,TRM-WNS-PNL,Molduras Pared - Revestimiento ranurado machihembrado con zocalo y remate superior wainscoting,SF,8.25,0.0,0.0
397,RESIDENCIAL,TRM-SHP-LAP,Molduras Pared - Instalacion de tablas machihembradas tipo shiplap horizontal o vertical,SF,5.5,0.0,0.0
398,RESIDENCIAL,TRM-COV-MED,Molduras Techo - Instalacion de moldura concava sencilla en union cielo y pared cove moulding,LF,4.5,0.0,0.0
399,RESIDENCIAL,TRM-CRN-35I,Molduras Corona - Suministro e instalacion con cortes compuestos de corona estandar de 3-1/2 a 4-1/2 pulg,LF,6.25,0.0,0.0
400,RESIDENCIAL,TRM-CRN-57I,Molduras Corona - Instalacion de moldura de corona ancha de 5-1/4 a 7 pulgadas para techos altos,LF,7.85,0.0,0.0
401,RESIDENCIAL,TRM-CRN-2PC,Molduras Corona - Ensamble artesanal de 2 piezas con tabla de respaldo y corona,LF,9.5,0.0,0.0
402,RESIDENCIAL,TRM-CRN-3PC,Molduras Corona - Ensamble artesanal de 3 piezas de lujo con zocalo invertido y corona,LF,13.5,0.0,0.0
403,RESIDENCIAL,TRM-BAM-FLS,Molduras Techo - Fabricacion e instalacion de vigas decorativas falsas de madera hueca faux beams,LF,18.0,0.0,0.0
404,RESIDENCIAL,TRM-COF-CEL,Molduras Techo - Fabricacion completa de cielo raso artesonado en cuadricula coffered ceiling,SF,14.0,0.0,0.0
405,RESIDENCIAL,PNT-MSK-GEN,"Pintura Preparacion - Enmascarado con plastico y tape de pisos, ventanas y muebles en area de trabajo",SF,0.35,0.0,0.0
406,RESIDENCIAL,PNT-CLK-TRM,Pintura Preparacion - Calafateo continuo con siliconized acrylic caulk en uniones de moldura contra drywall,LF,0.65,0.0,0.0
407,RESIDENCIAL,PNT-PUT-NAL,Pintura Preparacion - Relleno y lijado de orificios de clavos en rodapies y marcos con pasta de madera,LF,0.45,0.0,0.0
408,RESIDENCIAL,PNT-PRM-PVA,Pintura Primer - Aplicacion de 1 mano de sellador vinilico PVA sobre drywall nuevo o reparado,SF,0.45,0.0,0.0
409,RESIDENCIAL,PNT-PRM-STN,"Pintura Primer - Aplicacion de sellador bloqueador de manchas de agua, humo o tanino base aceite",SF,0.65,0.0,0.0
410,RESIDENCIAL,PNT-WAL-1CT,Pintura Muros - Aplicacion de 1 mano de mantenimiento de pintura de latex en paredes,SF,0.55,0.0,0.0
411,RESIDENCIAL,PNT-WAL-2CT,"Pintura Muros - Aplicacion de 2 manos de pintura de latex calidad premium acabado flat, eggshell o satin",SF,0.95,0.0,0.0
412,RESIDENCIAL,PNT-CEL-FLT,Pintura Cielos - Aplicacion de 2 manos de pintura blanca mate antireflejante especial para techos,SF,0.85,0.0,0.0
413,RESIDENCIAL,PNT-HGT-10F,Pintura Muros - Suplemento por mano de obra en pintura de muros o cielos con altura mayor a 10 pies,SF,0.3,0.0,0.0
414,RESIDENCIAL,PNT-BBD-LF,Pintura Molduras - Aplicacion a brocha de 2 manos de esmalte semibrillante o satin en rodapies,LF,1.25,0.0,0.0
415,RESIDENCIAL,PNT-QTR-LF,Pintura Molduras - Pintura detallada de moldura shoe moulding o quarter round ya instalada,LF,0.75,0.0,0.0
416,RESIDENCIAL,PNT-CAS-LF,Pintura Molduras - Aplicacion de 2 manos de esmalte en marcos de puertas y ventanas por pie lineal,LF,1.15,0.0,0.0
417,RESIDENCIAL,PNT-CRN-LF,Pintura Molduras - Pintura detallada a brocha en moldura de corona en altura,LF,1.65,0.0,0.0
418,RESIDENCIAL,PNT-WNS-SF,Pintura Paneles - Aplicacion de esmalte a rodillo fino y brocha sobre wainscoting o shiplap,SF,1.85,0.0,0.0
419,RESIDENCIAL,PNT-DOR-FLT,Pintura Puertas - Preparacion y 2 manos de esmalte en puerta lisa de tambor hueco ambas caras,EA,35.0,0.0,0.0
420,RESIDENCIAL,PNT-DOR-PNL,Pintura Puertas - Preparacion y 2 manos de esmalte en puerta de 2 a 6 paneles ambas caras,EA,48.0,0.0,0.0
421,RESIDENCIAL,PNT-DOR-FRN,Pintura Puertas - Esmaltado detallado de puerta francesa con recorte individual de vidrios lite,EA,85.0,0.0,0.0
422,RESIDENCIAL,PNT-WIN-SGL,"Pintura Ventanas - Preparacion y pintura de marco interior, repisa y faldon de ventana",EA,35.0,0.0,0.0
423,RESIDENCIAL,CAB-PNT-DOR,"Gabinetes Pintura - Proceso completo por puerta o gaveta: desmonte, limpieza TSP, lijado, primer y 2 manos a pistola HVLP",EA,48.0,0.0,0.0
424,RESIDENCIAL,CAB-PNT-BXF,Gabinetes Pintura - Pintura en sitio de armazones fijos exteriores (Face frames y costados) por pie lineal,LF,28.0,0.0,0.0
425,RESIDENCIAL,CAB-PNT-ISL,Gabinetes Pintura - Preparacion y aplicacion a pistola de esmalte de alta durabilidad en isla completa de cocina,EA,320.0,0.0,0.0
426,RESIDENCIAL,CAB-PNT-INT,Gabinetes Pintura - Aplicacion de esmalte protector en interiores y repisas interiores de gabinetes,LF,18.5,0.0,0.0
427,RESIDENCIAL,CAB-PNT-SET,Gabinetes Pintura - Paquete completo cocina mediana (hasta 20 puertas/gavetas + cajas) terminado fino a pistola,SET,1850.0,0.0,0.0
428,RESIDENCIAL,PNT-CLR-POL,Acabado Madera - Lijado fino y aplicacion de 3 capas de poliuretano transparente satinado o brillante en molduras y puertas,LF,2.85,0.0,0.0
429,RESIDENCIAL,PNT-STN-TRM,Acabado Madera - Aplicacion manual de tinte penetrating stain y sellador de grano en carpinteria fina,LF,2.25,0.0,0.0
430,RESIDENCIAL,PNT-LAC-SPR,Acabado Madera - Aplicacion a compresor de laca transparente de nitrocelulosa o conversion varnish,SF,3.4,0.0,0.0
431,RESIDENCIAL,PNT-ACN-WAL,Pintura Alto Estandar - Muro de acento (Accent Wall) con color de contraste y recorte milimetrico con cinta laser,SF,1.45,0.0,0.0
432,RESIDENCIAL,PNT-VEN-PLS,Pintura Alto Estandar - Aplicacion de estuco veneciano artesanal a llana de acero con pulido y encerado efecto marmol,SF,9.5,0.0,0.0
433,RESIDENCIAL,PNT-CHL-BRD,Pintura Especial - Aplicacion de pintura magnetica o esmalte negro pizarron en muros de cocina o cuartos,SF,2.65,0.0,0.0
434,RESIDENCIAL,PNT-MET-FIN,Pintura Especial - Aplicacion decorativa de esmalte metalizado o perlado con rodillo especial o brocha de efecto,SF,3.2,0.0,0.0
435,PISOS,FLR-DEM-CPT,Pisos Prep - Retiro y disposicion final de alfombra vieja con esponja y clavadores tack strip,SY,3.5,0.0,0.0
436,PISOS,FLR-DEM-TIL,Pisos Prep - Demolicion manual y levantado de piso ceramico existente con mortero pegado a losa,SF,3.25,0.0,0.0
437,PISOS,FLR-DEM-HWD,Pisos Prep - Levantado y remocion de piso de madera solida clavada o pegada existente,SF,2.85,0.0,0.0
438,PISOS,FLR-SLV-LEV,Pisos Prep - Imprimacion y vertido de mortero autonivelante self-leveling underlayment sobre superficie,SF,2.4,0.0,0.0
439,PISOS,FLR-DRC-INS,Pisos Prep - Instalacion de panel de cemento Durock o Hardie de 1/2 pulg con mortero thinset y tornillos,SF,2.85,0.0,0.0
440,PISOS,FLR-DIT-MEM,Pisos Prep - Instalacion de membrana de desacoplamiento e impermeabilizacion tipo Schluter Ditra,SF,2.15,0.0,0.0
441,PISOS,FLR-REP-SUB,Pisos Reparacion - Corte y extraccion de madera danada por humedad y parche de subfloor con soporte en viguetas,SF,12.5,0.0,0.0
442,PISOS,FLR-REP-SHT,Pisos Reparacion - Reemplazo de hoja completa 4x8 pies de subfloor OSB o Plywood 3/4 pulg con adhesivo estructural,SH,85.0,0.0,0.0
443,PISOS,FLR-REP-CRK,Pisos Reparacion - Correccion de crujidos en entramado mediante atornillado reforzado a las viguetas,SF,1.25,0.0,0.0
444,PISOS,FLR-REP-CNC,Pisos Reparacion - Reparacion de grietas en losa de concreto con compuesto epoxico o mortero hidraulico,LF,4.5,0.0,0.0
445,PISOS,FLR-LVP-CLK,Pisos Vinilo - Instalacion de piso de vinilo de lujo LVP rigido sistema clic con membrana integrada,SF,1.95,0.0,0.0
446,PISOS,FLR-LVT-GLU,Pisos Vinilo - Instalacion de loseta o duela de vinilo LVT pegada directamente con adhesivo,SF,2.45,0.0,0.0
447,PISOS,FLR-LAM-CLK,Pisos Laminados - Instalacion de piso laminado flotante con colocacion de bajo-suelo aislante,SF,1.85,0.0,0.0
448,PISOS,FLR-REP-LVP,Pisos Reparacion - Sustitucion puntual de duela danada de vinilo flotante LVP sin desmontar el cuarto,EA,65.0,0.0,0.0
449,PISOS,FLR-HWD-NAL,Pisos Madera - Instalacion con clavado neumatico a 45 grados de piso de madera solida o ingenieril de roble,SF,4.25,0.0,0.0
451,PISOS,FLR-HWD-SND,"Pisos Madera - Lijado y pulido profundo a maquina con secuencia de granos grueso, medio y fino",SF,2.65,0.0,0.0
452,PISOS,FLR-HWD-STN,Pisos Madera - Aplicacion uniforme de tinte penetrating stain y acondicionador de poro en madera,SF,0.95,0.0,0.0
453,PISOS,FLR-HWD-POL,Pisos Madera - Aplicacion de 3 capas de poliuretano protector satinado o brillante base agua o aceite,SF,1.85,0.0,0.0
454,PISOS,FLR-REP-HWD,Pisos Reparacion - Remocion e integracion entrelazada de duelas de madera solida weave-in en area danada,SF,18.5,0.0,0.0
455,PISOS,FLR-STR-TRD,"Pisos Madera - Lijado, tinte y barnizado completo de peldano individual huella y contrahuella de escalera",EA,65.0,0.0,0.0
456,PISOS,FLR-TIL-STD,Pisos Ceramica - Colocacion de baldosa o porcelanato regular 12x12 o 12x24 con mortero adhesivo modificado,SF,6.5,0.0,0.0
457,PISOS,FLR-TIL-LRG,Pisos Porcelanato - Colocacion de porcelanato rectificado de gran formato 24x24 o 24x48 con clips niveladores,SF,8.5,0.0,0.0
458,PISOS,FLR-TIL-HRN,Pisos Porcelanato - Instalacion en patron decorativo tipo espiga herringbone o piezas hexagonales,SF,11.5,0.0,0.0
459,PISOS,FLR-TIL-GRT,"Pisos Boquilla - Aplicacion, emboquillado y limpieza de lechada con o sin arena sellada en pisos",SF,1.25,0.0,0.0
460,PISOS,FLR-REP-TIL,"Pisos Reparacion - Extraccion limpia de baldosa quebrada, raspado de mortero viejo y reemplazo con fragua",EA,45.0,0.0,0.0
461,PISOS,FLR-REP-GRT,Pisos Reparacion - Raspado de lechada deteriorada o con moho y reaplicacion de boquilla nueva,SF,2.85,0.0,0.0
462,ALFOMBRA,CPT-TCK-STR,Alfombra Proceso - Suministro e instalacion de listones de anclaje con puas tack strips en perimetro,LF,1.25,0.0,0.0
463,ALFOMBRA,CPT-PAD-6LB,Alfombra Proceso - Instalacion y engrapado de bajo-alfombra esponja estandar de densidad 6 libras,SY,3.75,0.0,0.0
464,ALFOMBRA,CPT-PAD-8LB,Alfombra Proceso - Instalacion de bajo-alfombra premium de alta densidad 8 libras con barrera antiderrames,SY,4.5,0.0,0.0
465,ALFOMBRA,CPT-SEM-TRN,Alfombra Proceso - Termosellado continuo de juntas con cinta termica y plancha termofusora,LF,3.2,0.0,0.0
466,ALFOMBRA,CPT-INS-STR,Alfombra Proceso - Montaje y tensado profesional con palanca electrica power stretcher y recorte de bordes,SY,6.5,0.0,0.0
467,ALFOMBRA,CPT-INS-GLU,Alfombra Proceso - Instalacion de alfombra comercial mediante pegado directo direct glue-down,SY,5.5,0.0,0.0
468,ALFOMBRA,CPT-STP-STR,Alfombra Proceso - Forrado y engrapado de huella y contrahuella en escalon individual estilo waterfall,EA,18.0,0.0,0.0
469,ALFOMBRA,CPT-REP-INS,Alfombra Reparacion - Parche quirurgico bonded insert empalmando la orientacion del pelo con cinta de calor,EA,75.0,0.0,0.0
470,ALFOMBRA,CPT-REP-STR,Alfombra Reparacion - Retensado correctivo de alfombra abolsada con power stretcher en habitacion completa,ROOM,95.0,0.0,0.0
471,ALFOMBRA,CPT-TRN-MTL,Alfombra Remate - Suministro e instalacion de perfil metalico de transicion dentado clamp-down,LF,4.5,0.0,0.0
472,PISOS,FLR-TRN-TMD,"Pisos Transicion - Instalacion de moldura en T, reductor o perfil de transicion flotante a juego",LF,6.8,0.0,0.0
473,PISOS,FLR-TRN-SLU,Pisos Transicion - Instalacion de perfil metalico decorativo tipo Schluter Reno o Jolly en borde expuesto,LF,4.5,0.0,0.0
474,PISOS,FLR-TRN-THR,Pisos Transicion - Colocacion y calzado de umbral de marmol o granito de 4 a 6 pulgadas bajo puerta,EA,45.0,0.0,0.0
475,COCINA,CAB-ST-BAS-LF,Gabinetes Estandar - Mueble base modular prefabricado stock aglomerado/MDF suministro e instalacion por pie lineal,LF,165.0,0.0,0.0
476,COCINA,CAB-ST-WAL-LF,Gabinetes Estandar - Mueble aereo de pared prefabricado stock de 30 pulg suministro e instalacion por pie lineal,LF,145.0,0.0,0.0
477,COCINA,CAB-ST-PNT-EA,Gabinetes Estandar - Alacena vertical despensera stock prefabricada suministro e instalacion por unidad,EA,420.0,0.0,0.0
478,COCINA,CAB-ST-VAN-EA,Gabinetes Estandar - Vanity de bano prefabricado basico de 30 a 36 pulg suministro e instalacion,EA,280.0,0.0,0.0
479,COCINA,CAB-MD-BAS-LF,Gabinetes Medio Alto - Mueble base semi-custom caja plywood puertas madera solid/shaker soft-close por pie lineal,LF,285.0,0.0,0.0
480,COCINA,CAB-MD-WAL-LF,Gabinetes Medio Alto - Mueble aereo semi-custom de 36 a 42 pulg plywood con repisas ajustables por pie lineal,LF,245.0,0.0,0.0
481,COCINA,CAB-MD-PNT-EA,Gabinetes Medio Alto - Alacena semi-custom con repisas extraibles pull-out shelves por unidad,EA,780.0,0.0,0.0
482,COCINA,CAB-MD-ISL-LF,Gabinetes Medio Alto - Ensamble de modulos para isla con acabado perimetral y decorativo por pie lineal,LF,310.0,0.0,0.0
483,COCINA,CAB-MD-VAN-EA,Gabinetes Medio Alto - Vanity semi-custom de 48 a 60 pulg con gavetas cierre suave y frente solido,EA,580.0,0.0,0.0
484,COCINA,CAB-PR-BAS-LF,Gabinetes Alta Calidad - Mueble base de ebanisteria a medida custom solido cajones dovetail laca catalizada,LF,485.0,0.0,0.0
485,COCINA,CAB-PR-WAL-LF,Gabinetes Alta Calidad - Mueble aereo custom hasta cielo con frentes de vidrio o paneles biselados por pie lineal,LF,420.0,0.0,0.0
486,COCINA,CAB-PR-PNT-EA,Gabinetes Alta Calidad - Despensa empotrada artesanal de piso a techo con organizadores y herrajes de lujo,EA,1450.0,0.0,0.0
487,COCINA,CAB-PR-ISL-EA,"Gabinetes Alta Calidad - Isla artesanal a la medida con molduras integradas, zapatas y paneles enmarcardos",EA,1850.0,0.0,0.0
488,COCINA,CAB-PR-VAN-EA,Gabinetes Alta Calidad - Mueble de bano vanity artesanal a medida doble poza acabado automotriz o madera fina,EA,980.0,0.0,0.0
489,COCINA,CAB-LBR-ST-LF,Gabinetes Mano de Obra - Instalacion y anclaje de gabinetes de grado estandar stock por pie lineal corrido,LF,32.0,0.0,0.0
490,COCINA,CAB-LBR-MD-LF,"Gabinetes Mano de Obra - Instalacion de gabinetes semi-custom con ajustes de campo, fillers y nivelacion fina",LF,45.0,0.0,0.0
491,COCINA,CAB-LBR-PR-LF,Gabinetes Mano de Obra - Instalacion especializada de gabinetes custom a medida con tolerancias milimetricas,LF,65.0,0.0,0.0
492,COCINA,CAB-LBR-BAS-EA,Gabinetes Mano de Obra - Fijacion y calzado individual de mueble base provisto por cliente por pieza,EA,65.0,0.0,0.0
493,COCINA,CAB-LBR-WAL-EA,Gabinetes Mano de Obra - Fijacion estructural de mueble aereo individual por pieza,EA,55.0,0.0,0.0
494,COCINA,CAB-LBR-PNT-EA,Gabinetes Mano de Obra - Montaje y anclaje de torre vertical tipo pantry por pieza,EA,125.0,0.0,0.0
495,ENCIMERAS,CTP-SLB-GRN,Encimeras Lamina - Suministro de losa completa de granito natural 3cm (promedio 50-55 SF por lamina),SLB,1450.0,0.0,0.0
496,ENCIMERAS,CTP-SLB-QTZ,Encimeras Lamina - Suministro de losa completa de cuarzo blanco/veteado engineered stone (aprox 55 SF),SLB,1750.0,0.0,0.0
497,ENCIMERAS,CTP-SLB-MRB,Encimeras Lamina - Suministro de losa completa de marmol Carrara o Calacatta natural 3cm seleccionada,SLB,2200.0,0.0,0.0
498,ENCIMERAS,CTP-SLB-QTZ-EX,Encimeras Lamina - Suministro de losa exotica de cuarcita natural dura de alta densidad,SLB,2850.0,0.0,0.0
499,ENCIMERAS,CTP-SLB-PRC,Encimeras Lamina - Suministro de placa de gran formato de porcelanato tecnico sinterizado (Neolith/Dekton),SLB,2400.0,0.0,0.0
500,ENCIMERAS,CTP-INS-LAM-SF,Encimeras Laminado - Suministro e instalacion de encimera de formica/laminado plastico con base de madera,SF,28.5,0.0,0.0
501,ENCIMERAS,CTP-INS-SOL-SF,Encimeras Corian - Suministro e instalacion de cubierta de superficie solida termoformable 1/2 pulg,SF,62.0,0.0,0.0
502,ENCIMERAS,CTP-INS-BUT-SF,Encimeras Madera - Suministro e instalacion de tope de bloque de carnicero (Butcher Block) de roble o arce sellado,SF,48.0,0.0,0.0
503,ENCIMERAS,CTP-INS-GR1-SF,"Encimeras Granito - Suministro, plantilla, corte e instalacion de granito estandar Grupo 1 (3cm)",SF,58.0,0.0,0.0
504,ENCIMERAS,CTP-INS-GR2-SF,"Encimeras Granito - Suministro, plantilla, corte e instalacion de granito importado Grupo 2-3 (3cm)",SF,74.0,0.0,0.0
505,ENCIMERAS,CTP-INS-QT1-SF,Encimeras Cuarzo - Suministro e instalacion de cuarzo serie estandar colores solidos o chispeados (3cm),SF,68.0,0.0,0.0
506,ENCIMERAS,CTP-INS-QT2-SF,Encimeras Cuarzo - Suministro e instalacion de cuarzo premium con diseno tipo Calacatta con vetas profundas (3cm),SF,88.0,0.0,0.0
507,ENCIMERAS,CTP-INS-DEK-SF,Encimeras Ultracompacta - Suministro e instalacion especializada de piedra sinterizada Dekton/Porcelanico 12mm/20mm,SF,125.0,0.0,0.0
508,ENCIMERAS,CTP-CUT-UND,"Encimeras Corte - Perforacion, perfilado y pulido interior para fregadero bajo tope (Undermount Sink Cutout)",EA,145.0,0.0,0.0
509,ENCIMERAS,CTP-CUT-DRP,Encimeras Corte - Corte simple desbastado sin pulir para fregadero sobrepuesto o estufa drop-in,EA,75.0,0.0,0.0
510,ENCIMERAS,CTP-CUT-CKT,Encimeras Corte - Apertura rectangular biselada para instalacion de estufa empotrada (Cooktop Cutout),EA,95.0,0.0,0.0
511,ENCIMERAS,CTP-CUT-HOL,"Encimeras Perforacion - Hueco con broca diamantada para griferia, dispensador de jabon, llave purificadora o switch de aire",EA,18.0,0.0,0.0
512,ENCIMERAS,CTP-CUT-OUT,Encimeras Perforacion - Corte rectangular de precision para tomacorriente pop-up de empotrar en isla,EA,45.0,0.0,0.0
513,ENCIMERAS,CTP-FAB-TMP,Encimeras Fabricacion - Toma de medidas en sitio y fabricacion de plantilla fisica o escaneo laser digital (Laser Templating),EA,150.0,0.0,0.0
514,ENCIMERAS,CTP-EDG-EAS,Encimeras Canto - Borde recto pulido estándar o bisel plano 1/8 pulg (Eased Edge) incluido en metro base,LF,0.0,0.0,0.0
515,ENCIMERAS,CTP-EDG-BLL,Encimeras Canto - Perfilado y pulido redondeado completo (Full Bullnose) o medio redondeado (Demi/Half Bullnose),LF,16.0,0.0,0.0
516,ENCIMERAS,CTP-EDG-OGE,Encimeras Canto - Maquinado artesanal y brillo de canto curvo clasico estilo Ogee o Pecho Paloma,LF,24.0,0.0,0.0
517,ENCIMERAS,CTP-EDG-MIT,Encimeras Canto - Ensamble con corte a inglete a 45 grados pegado y pulido para dar apariencia de canto grueso 2 a 3 pulg,LF,28.0,0.0,0.0
518,ENCIMERAS,CTP-EDG-CHL,Encimeras Canto - Acabado rustico irregular quebrado a cincel y pulido suave (Chiseled / Rock Edge),LF,22.0,0.0,0.0
519,ENCIMERAS,CTP-WTF-MTR,Encimeras Cascada - Fabricacion y union a inglete con continuacion de veta de pata lateral en caida vertical (Waterfall Edge),EA,350.0,0.0,0.0
520,ENCIMERAS,CTP-SPL-4IN,"Encimeras Zocalo - Suministro, corte, pulido de canto y pegado de rodapie perimetral de piedra a juego de 4 pulg",LF,16.0,0.0,0.0
521,ENCIMERAS,CTP-SPL-FUL,Encimeras Salpicadero - Forrado completo de pared entre mueble bajo y mueble alto con la misma lamina de piedra (Full Height Splash),SF,52.0,0.0,0.0
522,ENCIMERAS,CTP-BRK-STL,Encimeras Soporte - Suministro e instalacion de barra plana o escuadra oculta de acero estructural de 1/2 pulg para voladizo de barra,EA,55.0,0.0,0.0
523,ENCIMERAS,CTP-ROD-FBR,Encimeras Refuerzo - Ranurado inferior e insercion de varilla de fibra de vidrio/acero con resina en puntos debiles de fregadero,EA,45.0,0.0,0.0
524,ENCIMERAS,CTP-LBR-INS,"Encimeras Mano de Obra - Carga, nivelacion, calzado y sellado elastico de planchas fabricadas provistas por el cliente",SF,22.0,0.0,0.0
525,ENCIMERAS,CTP-DTR-REM,Encimeras Desmonte - Desprender con cuidado encimera existente para conservarla o reemplazarla sin romper gabinetes (R&R),LF,18.5,0.0,0.0
526,ENCIMERAS,CTP-REP-CHP,Encimeras Reparacion - Reconstruccion de desportilladura o quiebre en borde con resina epoxica color-match y pulido,EA,95.0,0.0,0.0
527,ENCIMERAS,CTP-REP-SEM,"Encimeras Reparacion - Vaciado, limpieza, reapriete con abrazaderas de succion y relleno de junta abierta entre losas",EA,85.0,0.0,0.0
528,ENCIMERAS,CTP-REP-SNK,Encimeras Reparacion - Reanclaje de fregadero bajo tope caido o despegado con soportes mecanicos epoxicos nuevos,EA,165.0,0.0,0.0
529,ENCIMERAS,CTP-REP-POL,"Encimeras Mantenimiento - Desbaste con diamantes de agua, eliminacion de manchas de grabado acido y pulido fino en marmol/granito",SF,14.5,0.0,0.0
530,ENCIMERAS,CTP-SEL-GRN,Encimeras Mantenimiento - Aplicacion manual de impregnador sellador hidrofugo de penetracion profunda antimanchas,SF,1.15,0.0,0.0
531,COCINA,KIT-APP-RST-DSH,"Lavavajillas - Desconectar linea de agua, drenaje y corriente, retirar del mueble y reinstalar con pruebas de ciclo (Detach & Reset)",EA,188.5,0.0,0.0
532,COCINA,KIT-APP-REM-DSH,"Lavavajillas - Desconexion plomerica/electrica completa, desanclaje de cubierta y remocion de la unidad (Remove only)",EA,48.0,0.0,0.0
533,COCINA,KIT-APP-CON-DSH,"Lavavajillas - Solo conexion de equipo nuevo: anclaje antitipping, conexion de manguera de agua, desague con lazo alto y cableado",EA,135.0,0.0,0.0
534,COCINA,KIT-APP-RST-MIC,"Microondas OTR - Bajar de muro, desconectar conducto de tiro, resguardar y volver a colgar y nivelar (Detach & Reset)",EA,165.0,0.0,0.0
535,COCINA,KIT-APP-REM-MIC,"Microondas OTR - Desmonte de mueble y soporte posterior, desconexion electrica y retiro (Remove only)",EA,42.0,0.0,0.0
536,COCINA,KIT-APP-CON-MIC,"Microondas OTR - Solo montaje de unidad nueva: fijacion de chapa a montantes, perforacion superior, acople a ducto y corriente",EA,128.0,0.0,0.0
537,COCINA,KIT-APP-RST-REF,"Refrigerador - Desconectar linea de agua de fabrica de hielo, mover fuera de cocina y reubicar con purga de filtro (Detach & Reset)",EA,85.0,0.0,0.0
538,COCINA,KIT-APP-REM-REF,"Refrigerador - Cierre de suministro, desconexion de manguera/corriente y desalojo de cocina (Remove only)",EA,45.0,0.0,0.0
539,COCINA,KIT-APP-CON-REF,Refrigerador - Solo puesta en sitio de unidad nueva: nivelacion de rodillos y conexion de tubo de cobre/PEX 1/4 pulg a valvula,EA,65.0,0.0,0.0
540,COCINA,KIT-APP-RST-RGE,"Estufa Electrica - Mover fuera de nicho, desconectar receptaculo 240V, resguardar y reubicar calibrando nivel y tope (Detach & Reset)",EA,78.0,0.0,0.0
541,COCINA,KIT-APP-REM-RGE,Estufa Electrica - Desconexion de terminales de fuerza 240V de 3 o 4 polos y retiro para desecho (Remove only),EA,35.0,0.0,0.0
